Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
13,Latin America,Rio de Janeiro,Brazil,PY1RSU C,PY1RSU G,146.95,DUP-,0.6,DV,,,YES,Approximate,-22.91,-43.17,-3:00
13,Latin America,Rio de Janeiro,Brazil,PY1UEB C,PY1UEB G,147.24,DUP+,0.6,DV,,,YES,Approximate,-22.49,-43.31,-3:00
13,Latin America,Sao Paulo,Brazil,PY2KPE B,PY2KPE G,439.925,DUP-,5,DV,,,YES,Approximate,-23.41,-46.7,-3:00
13,Latin America,Sao Paulo,Brazil,PY2KPE C,PY2KPE G,147.12,DUP+,0.6,DV,,,YES,Approximate,-23.41,-46.7,-3:00
13,Latin America,Sao Paulo,Brazil,PY2KRJ C,PY2KRJ G,147.18,DUP+,0.6,DV,,,YES,Approximate,-23.35,-46.52,-3:00
13,Latin America,Cali,Colombia,HK6FRC C,HK6FRC G,147.18,DUP+,0.6,DV,,,YES,Approximate,3.42,-76.54,-6:00
13,Latin America,Guatemala,Guatemal,TG0AA  C,TG0AA  G,146.99,DUP-,0.6,DV,,,YES,Approximate,14.39,-90.38,-6:00
13,Latin America,Chihuahua,Chihuahu,XE2ITZ C,XE2ITZ G,147.685,DUP-,3,DV,,,YES,Approximate,28.38,-106.05,-7:00
13,Latin America,Monterrey,Nuevo Le,XE2NL  C,XE2NL  G,145.21,DUP-,0.6,DV,,,YES,Approximate,25.67,-100.24,-6:00
13,Latin America,Monterrey,Nuevo Le,XE2NL  B,XE2NL  G,438.225,DUP-,5,DV,,,YES,Approximate,25.67,-100.24,-6:00
13,Latin America,Cancun,Quintana,XE3RCC C,XE3RCC G,145.3,DUP-,0.6,DV,,,YES,Approximate,21.15,-86.89,-6:00
14,Oceania,Jakarta,Indonesi,YD0ZUA C,YD0ZUA G,146.98,DUP-,0.6,DV,,,YES,Approximate,-6.22,106.77,+7:00
14,Oceania,Auckland,New Zeal,ZL1VHD B,ZL1VHD G,438.175,DUP-,5,DV,,,YES,Approximate,-37.35,174.81,+12:00
14,Oceania,Auckland,New Zeal,ZL1ZLD B,ZL1ZLD G,439.575,DUP-,5,DV,,,YES,Approximate,-36.84,174.91,+12:00
14,Oceania,Hamilton,New Zeal,ZL1CCT C,ZL1CCT G,145.35,DUP-,0.6,DV,,,YES,Approximate,-37.78,175.29,+12:00
14,Oceania,Hamilton City,New Zeal,ZL1HND B,ZL1HND G,439.425,DUP-,5,DV,,,YES,Approximate,-37.78,175.29,+12:00
14,Oceania,Kaipara,New Zeal,ZL1OTD C,ZL1OTD G,147.325,DUP+,0.6,DV,,,YES,Approximate,-36.33,174.18,+12:00
14,Oceania,Pakiri,New Zeal,ZL1HXD C,ZL1HXD G,145.45,DUP-,0.6,DV,,,YES,Approximate,-36.27,174.78,+12:00
14,Oceania,Tauranga,New Zeal,ZL1TPD C,ZL1TPD G,146.8,DUP-,0.6,DV,,,YES,Approximate,-37.73,176.29,+12:00
14,Oceania,Tauranga,New Zeal,ZL1TPD B,ZL1TPD G,433.025,DUP+,5,DV,,,YES,Approximate,-37.73,176.29,+12:00
14,Oceania,Te Puke,New Zeal,ZL1IBD C,ZL1IBD G,145.725,DUP-,0.6,DV,,,YES,Approximate,-37.88,176.27,+10:00
14,Oceania,Upper Hutt,New Zeal,ZL2VH  C,ZL2VH  G,145.425,DUP-,0.6,DV,,,YES,Approximate,-41.12,175.15,+12:00
14,Oceania,Upper Hutt,New Zeal,ZL2VH  B,ZL2VH  G,438.6,DUP-,5,DV,,,YES,Approximate,-41.12,175.15,+12:00
14,Oceania,Wellington,New Zeal,ZL2KB  C,ZL2KB  G,145.35,DUP-,0.6,DV,,,YES,Approximate,-40.85,175.11,+12:00
14,Oceania,Rizal- Philippin,Philippi,DX1BSP C,DX1BSP G,144.78,DUP-,0.6,DV,,,YES,Approximate,14.7,121.17,-8:00
15,Sweden,Karlskrona,Blekinge,SK7RMQ C,SK7RMQ G,145.3375,DUP-,0,DV,,,YES,Approximate,56.21,15.64,+1:00
15,Sweden,Solvesborg,Blekinge,SG7HTP C,SG7HTP G,145.2375,DUP-,0,DV,,,YES,Approximate,56.05,14.57,+1:00
15,Sweden,Solvesborg,Blekinge,SG7HTP B,SG7HTP G,433.475,DUP-,0,DV,,,YES,Approximate,56.05,14.57,+1:00
15,Sweden,Solvesborg,Blekinge,SG7HTP A,SG7HTP G,439.27,DUP-,5,DV,,,YES,Approximate,56.05,14.57,+1:00
15,Sweden,Borlange,Dalarna,SG4UZM C,SG4UZM G,145.3375,DUP-,0,DV,,,YES,Approximate,60.51,15.45,+1:00
15,Sweden,Borlange,Dalarna,SG4UZM B,SG4UZM G,434.55,DUP-,0,DV,,,YES,Approximate,60.51,15.45,+1:00
15,Sweden,Borlange,Dalarna,SG4UZM A,SG4UZM G,433.4375,DUP-,0,DV,,,YES,Approximate,60.51,15.45,+1:00
15,Sweden,Borlange,Dalarna,SK4BW  C,SK4BW  G,145.575,DUP-,0.6,DV,,,YES,Approximate,60.41,15.47,+1:00
15,Sweden,Borlange,Dalarna,SK4BW  B,SK4BW  G,434.9,DUP-,2,DV,,,YES,Approximate,60.41,15.47,+1:00
15,Sweden,Falun,Dalarna,SG4KUH C,SG4KUH G,145.425,DUP-,0,DV,,,YES,Approximate,60.59,15.63,+1:00
15,Sweden,Falun,Dalarna,SG4KUH B,SG4KUH G,433.2,DUP-,0,DV,,,YES,Approximate,60.59,15.63,+1:00
15,Sweden,Mora,Dalarna,SG4TYA C,SG4TYA G,145.575,DUP-,0.6,DV,,,YES,Approximate,61.2,14.54,+1:00
15,Sweden,Bollnas,Gavlebor,SK3RET C,SK3RET G,145.5875,DUP-,0.6,DV,,,YES,Approximate,61.51,16.21,+1:00
15,Sweden,Bollnas,Gavlebor,SK3RET B,SK3RET G,434.575,DUP-,2,DV,,,YES,Approximate,61.51,16.21,+1:00
15,Sweden,Bollnas,Gavlebor,SK3RET A,SK3RET G,434.3375,DUP-,0,DV,,,YES,Approximate,61.51,16.21,+1:00
15,Sweden,Gavle,Gavlebor,SK3GY  C,SK3GY  G,145.2375,DUP-,0,DV,,,YES,Approximate,60.69,17.11,+1:00
15,Sweden,Gavle,Gavlebor,SK3GY  B,SK3GY  G,434.925,DUP-,2,DV,,,YES,Approximate,60.69,17.11,+1:00
15,Sweden,Gavle,Gavlebor,SK3GY  A,SK3GY  G,434.3375,DUP-,0,DV,,,YES,Approximate,60.69,17.11,+1:00
15,Sweden,Varobacka,Halland,SK6EP  C,SK6EP  G,145.3625,DUP-,0,DV,,,YES,Approximate,57.26,12.14,+1:00
15,Sweden,Varobacka,Halland,SK6EP  B,SK6EP  G,434.8375,DUP+,2,DV,,,YES,Approximate,57.26,12.14,+1:00
15,Sweden,Hogasen,Jamtland,SE3IVF B,SE3IVF G,434.5875,DUP-,2,DV,,,YES,Approximate,63.3,12.38,+1:00
15,Sweden,Glanshammar,Orebro,SG4UOF C,SG4UOF G,145.3375,DUP-,0,DV,,,YES,Approximate,59.38,15.44,+1:00
15,Sweden,Norrkoping,Ostergot,SK5BN  C,SK5BN  G,145.575,DUP-,0.6,DV,,,YES,Approximate,58.59,16.19,+1:00
15,Sweden,Gladsax,Skane,SK7RNQ C,SK7RNQ G,145.5875,DUP-,0.6,DV,,,YES,Approximate,55.57,14.29,+1:00
15,Sweden,Glumslov,Skane,SK7MQ  B,SK7MQ  G,434.625,DUP-,2,DV,,,YES,Approximate,55.94,12.82,+1:00
15,Sweden,Lonsboda,Skane,SG7IKJ C,SG7IKJ G,144.8125,DUP-,0,DV,,,YES,Approximate,56.4,14.32,+1:00
15,Sweden,Lonsboda,Skane,SG7IKJ B,SG7IKJ G,433.475,DUP-,0,DV,,,YES,Approximate,56.4,14.32,+1:00
15,Sweden,Lonsboda,Skane,SG7IKJ A,SG7IKJ G,439.27,DUP-,5,DV,,,YES,Approximate,56.4,14.32,+1:00
15,Sweden,Malmo,Skane,SK7DX  C,SK7DX  G,145.375,DUP-,0,DV,,,YES,Approximate,55.61,13.08,+1:00
15,Sweden,Skane,Skane,SK6BA  C,SK6BA  G,145.575,DUP-,0.6,DV,,,YES,Approximate,57.5,12.66,+1:00
15,Sweden,Skane,Skane,SK6BA  B,SK6BA  G,433.5625,DUP-,0,DV,,,YES,Approximate,57.5,12.66,+1:00
15,Sweden,Eskilstuna,Soderman,SK5LW  B,SK5LW  G,434.85,DUP-,2,DV,,,YES,Approximate,59.4,16.43,+1:00
15,Sweden,Flen,Soderman,SK5UM  B,SK5UM  G,434.55,DUP-,2,DV,,,YES,Approximate,59.06,16.61,+1:00
15,Sweden,Orrhammar,Soderman,SG5TAH C,SG5TAH G,145.3375,DUP-,0,DV,,,YES,Approximate,59.09,16.57,+1:00
15,Sweden,Orrhammar,Soderman,SG5TAH B,SG5TAH G,433.6,DUP-,0,DV,,,YES,Approximate,59.09,16.57,+1:00
15,Sweden,Sigtuna,Stockhol,SG0VKU C,SG0VKU G,145.4125,DUP-,0,DV,,,YES,Approximate,59.63,17.81,+1:00
15,Sweden,Sigtuna,Stockhol,SG0VKU B,SG0VKU G,433.3625,DUP-,0,DV,,,YES,Approximate,59.63,17.81,+1:00
15,Sweden,Sigtuna,Stockhol,SG0VKU A,SG0VKU G,434.22,DUP+,5,DV,,,YES,Approximate,59.63,17.81,+1:00
15,Sweden,Sigtuna,Stockhol,SK0RPF B,SK0RPF G,433.4375,DUP-,0,DV,,,YES,Approximate,59.63,17.74,+2:00
15,Sweden,Stockholm,Stockhol,SK0RMT B,SK0RMT G,434.7375,DUP-,2,DV,,,YES,Approximate,59.45,18.08,+1:00
15,Sweden,Taby,Stockhol,SB0K   B,SB0K   G,434.5375,DUP-,2,DV,,,YES,Approximate,59.46,18.07,+1:00
15,Sweden,Tyreso,Stockhol,SE0E   C,SE0E   G,145.3375,DUP-,0,DV,,,YES,Approximate,59.25,18.21,+1:00
15,Sweden,Tyreso,Stockhol,SK0QO  B,SK0QO  G,434.575,DUP-,2,DV,,,YES,Approximate,59.24,18.25,+1:00
15,Sweden,Karlskoga,Varmland,SK4RKD B,SK4RKD G,434.575,DUP-,2,DV,,,YES,Approximate,59.32,14.49,+1:00
15,Sweden,Umea,Vasterbo,SK2AT  C,SK2AT  G,145,DUP-,0.6,DV,,,YES,Approximate,63.83,20.27,+1:00
15,Sweden,Umea,Vasterbo,SK2AT  B,SK2AT  G,434,DUP-,2,DV,,,YES,Approximate,63.83,20.27,+1:00
15,Sweden,Gothenborough,Vastra G,SK6RKI C,SK6RKI G,145.75,DUP-,0.6,DV,,,YES,Approximate,57.69,11.99,+1:00
15,Sweden,Gothenburg,Vastra G,SE6H   B,SE6H   G,433.525,DUP-,0,DV,,,YES,Approximate,57.72,12.02,+1:00
15,Sweden,Hjo,Vastra G,SK6MA  C,SK6MA  G,145.2125,DUP-,0,DV,,,YES,Approximate,58.31,14.27,+1:00
15,Sweden,Hjo,Vastra G,SK6MA  B,SK6MA  G,433.425,DUP-,0,DV,,,YES,Approximate,58.31,14.27,+1:00
16,United Kingdom,Mt. Leinster,Ireland,EI7MLD B,EI7MLD G,430.3,DUP+,9,DV,,,YES,Approximate,52.62,-6.77,0:00
16,United Kingdom,Waterford,Ireland,EI7CDD B,EI7CDD G,439.65,DUP-,9,DV,,,YES,Approximate,52.04,-7.74,0:00
16,United Kingdom,Waterford,Ireland,EI7WCD B,EI7WCD G,439.675,DUP-,9,DV,,,YES,Approximate,52.27,-7.15,0:00
16,United Kingdom,Barnsley,England,GB7YD  B,GB7YD  G,439.5125,DUP-,9,DV,,,YES,Approximate,53.59,-1.35,0:00
16,United Kingdom,Barnsley,England,GB7YD  C,GB7YD  G,145.675,DUP-,0.6,DV,,,YES,Approximate,53.59,-1.35,0:00
16,United Kingdom,Basildon,England,MB6ZZ  C,MB6ZZ  G,144.8625,DUP-,0,DV,,,YES,Approximate,51.58,0.47,0:00
16,United Kingdom,Bath- South West,England,MB6WW  C,MB6WW  G,144.85,DUP-,0,DV,,,YES,Approximate,51.35,-2.14,0:00
16,United Kingdom,Bath- South West,England,GB7SW  C,GB7SW  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,51.33,-2.2,0:00
16,United Kingdom,BECCLES,England,GB7BE  B,GB7BE  G,439.6625,DUP-,9,DV,,,YES,Approximate,52.45,1.6,0:00
16,United Kingdom,Bewdley,England,GB7WF  B,GB7WF  G,439.4875,DUP-,9,DV,,,YES,Approximate,52.38,-2.32,0:00
16,United Kingdom,Birmingham,England,GB7BM  B,GB7BM  G,439.4,DUP-,9,DV,,,YES,Approximate,52.47,-1.88,0:00
16,United Kingdom,BLACKPOOL LANCS,England,GB7BF  B,GB7BF  G,439.675,DUP-,5,DV,,,YES,Approximate,53.8,-3.05,0:00
16,United Kingdom,Bletchley Park,England,GB7BP  B,GB7BP  G,439.45,DUP-,9,DV,,,YES,Approximate,52,-0.74,0:00
16,United Kingdom,Bowburn,England,GB7PB  C,GB7PB  G,145.6625,DUP-,0.6,DV,,,YES,Approximate,54.74,-1.52,0:00
16,United Kingdom,Cambridge,England,GB7PI  B,GB7PI  G,439.9125,DUP-,9,DV,,,YES,Approximate,52.01,0,0:00
16,United Kingdom,Cannock,England,GB7ZI  B,GB7ZI  G,439.6875,DUP-,9,DV,,,YES,Approximate,52.73,-2.03,0:00
16,United Kingdom,Carlisle- Cumbri,England,MB6CA  C,MB6CA  G,144.8125,DUP-,0,DV,,,YES,Approximate,54.92,-2.76,0:00
16,United Kingdom,Chandlers Ford,England,GB7IV  C,GB7IV  G,145.775,DUP-,0.6,DV,,,YES,Approximate,50.99,-1.39,0:00
16,United Kingdom,Chelmsford Essex,England,MB6CE  C,MB6CE  G,144.8625,DUP-,0,DV,,,YES,Approximate,51.75,0.52,0:00
16,United Kingdom,Clacton on Sea,England,MB6CL  B,MB6CL  G,430.1875,DUP-,0,DV,,,YES,Approximate,51.82,1.17,0:00
16,United Kingdom,Clacton-on-sea,England,GB7TE  C,GB7TE  G,145.775,DUP-,0.6,DV,,,YES,Approximate,51.81,1.22,0:00
16,United Kingdom,Clacton-on-Sea,England,MB6DS  C,MB6DS  G,144.8375,DUP-,0,DV,,,YES,Approximate,51.81,1.15,0:00
16,United Kingdom,Corsham- South W,England,MB6IUE B,MB6IUE G,431.1375,DUP-,0,DV,,,YES,Approximate,51.42,-2.19,0:00
16,United Kingdom,Cudworth,England,GB7NA  B,GB7NA  G,439.45,DUP-,9,DV,,,YES,Approximate,53.57,-1.4,0:00
16,United Kingdom,Derby,England,GB7DC  C,GB7DC  G,145.6875,DUP+,0.6,DV,,,YES,Approximate,52.94,-1.43,0:00
16,United Kingdom,Derby,England,GB7DC  B,GB7DC  G,439.475,DUP+,9,DV,,,YES,Approximate,52.94,-1.43,0:00
16,United Kingdom,Derbyshire,England,GB3IN  C,GB3IN  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,53.14,-1.47,0:00
16,United Kingdom,Dungiven,England,GB7DN  B,GB7DN  G,439.4125,DUP-,9,DV,,,YES,Approximate,55.04,-7.29,0:00
16,United Kingdom,East Grinstead,England,MB6EG  C,MB6EG  G,144.8625,DUP-,0,DV,,,YES,Approximate,51.13,0.03,0:00
16,United Kingdom,Eastbourne,England,GB7ES  B,GB7ES  G,439.4375,DUP-,9,DV,,,YES,Approximate,50.82,0.3,0:00
16,United Kingdom,Eastbourne,England,MB6EB  C,MB6EB  G,144.825,DUP-,0,DV,,,YES,Approximate,50.81,0.27,0:00
16,United Kingdom,Epsom,England,MB6EP  C,MB6EP  G,144.825,DUP-,0,DV,,,YES,Approximate,51.36,-0.26,0:00
16,United Kingdom,exeter,England,GB7NL  B,GB7NL  G,439.4625,DUP-,9,DV,,,YES,Approximate,50.74,-3.5,0:00
16,United Kingdom,Fareham,England,GB7FH  B,GB7FH  G,439.6125,DUP-,9,DV,,,YES,Approximate,50.86,-1.19,0:00
16,United Kingdom,Folkestone,England,GB7CF  C,GB7CF  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,51.08,1.17,0:00
16,United Kingdom,Folkestone,England,GB7CF  B,GB7CF  G,439.5125,DUP-,9,DV,,,YES,Approximate,51.08,1.17,0:00
16,United Kingdom,Folkestone,England,GB7FK  B,GB7FK  G,439.7375,DUP-,9,DV,,,YES,Approximate,51.11,1.22,0:00
16,United Kingdom,Folkestone,England,GB7FK  C,GB7FK  G,145.7875,DUP-,0.6,DV,,,YES,Approximate,51.11,1.22,0:00
16,United Kingdom,Gosport,England,GB7SO  B,GB7SO  G,439.525,DUP-,9,DV,,,YES,Approximate,50.81,-1.14,0:00
16,United Kingdom,Great Yarmouth,England,MB6ISJ B,MB6ISJ G,431.0875,DUP-,0,DV,,,YES,Approximate,52.6,1.73,0:00
16,United Kingdom,Grimsby,England,GB7GC  B,GB7GC  G,439.4375,DUP-,9,DV,,,YES,Approximate,53.56,-0.13,0:00
16,United Kingdom,Harefield,England,MB6IHF B,MB6IHF G,430.05,DUP-,0,DV,,,YES,Approximate,51.61,-0.47,0:00
16,United Kingdom,Herne Bay,England,GB7IC  B,GB7IC  G,439.45,DUP-,9,DV,,,YES,Approximate,51.37,1.15,0:00
16,United Kingdom,Herne Bay,England,GB7IC  C,GB7IC  G,145.6625,DUP-,0.6,DV,,,YES,Approximate,51.37,1.15,0:00
16,United Kingdom,Hexham,England,GB7TY  B,GB7TY  G,439.6125,DUP-,9,DV,,,YES,Approximate,55,-2.04,0:00
16,United Kingdom,Ilford,England,MB6INL B,MB6INL G,430.025,DUP-,0,DV,,,YES,Approximate,51.61,0.04,0:00
16,United Kingdom,Kelvedon Hatch (,England,GB7KH  B,GB7KH  G,439.6125,DUP-,9,DV,,,YES,Approximate,51.68,0.26,0:00
16,United Kingdom,Leicester (Markf,England,GB3CF  C,GB3CF  G,145.6,DUP-,0.6,DV,,,YES,Approximate,52.7,-1.28,0:00
16,United Kingdom,Liverpool,England,MB6PF  C,MB6PF  G,144.8625,DUP-,0,DV,,,YES,Approximate,53.46,-2.99,0:00
16,United Kingdom,London,England,GB7OK  C,GB7OK  G,145.7125,DUP-,0.6,DV,,,YES,Approximate,51.36,0.15,0:00
16,United Kingdom,Louth,England,GB7JM  B,GB7JM  G,430.8875,DUP+,7.6,DV,,,YES,Approximate,53.34,0.15,0:00
16,United Kingdom,Luton,England,MB6ILT B,MB6ILT G,430.0375,DUP-,0,DV,,,YES,Approximate,51.89,-0.36,0:00
16,United Kingdom,Lymm,England,GB7DV  B,GB7DV  G,439.6125,DUP-,9,DV,,,YES,Approximate,53.39,-2.48,0:00
16,United Kingdom,Lynemouth,England,GB7NE  B,GB7NE  G,439.45,DUP-,9,DV,,,YES,Approximate,55.21,-1.52,0:00
16,United Kingdom,Manchester,England,GB7MA  C,GB7MA  G,145.6,DUP-,0.6,DV,,,YES,Approximate,53.48,-2.08,0:00
16,United Kingdom,Mendlesham,England,GB7PP  B,GB7PP  G,439.4375,DUP-,9,DV,,,YES,Approximate,52.52,1.08,0:00
16,United Kingdom,Millbrook,England,GB7DB  B,GB7DB  G,439.6625,DUP-,9,DV,,,YES,Approximate,52.04,-0.52,0:00
16,United Kingdom,Norwich,England,GB7NB  B,GB7NB  G,439.6875,DUP-,9,DV,,,YES,Approximate,52.58,1.34,0:00
16,United Kingdom,Oldham,England,MB6CY  C,MB6CY  G,144.825,DUP-,0,DV,,,YES,Approximate,53.54,-2.09,0:00
16,United Kingdom,Oldham,England,MB6CY  B,MB6CY  G,430.1875,DUP-,0,DV,,,YES,Approximate,53.54,-2.09,0:00
16,United Kingdom,Orpington,England,MB6IOK B,MB6IOK G,430.0375,DUP-,0,DV,,,YES,Approximate,51.4,0.13,0:00
16,United Kingdom,Plymouth,England,GB3IE  B,GB3IE  G,430.85,DUP+,7.6,DV,,,YES,Approximate,50.39,-4.11,0:00
16,United Kingdom,Portsmouth,England,GB7RN  C,GB7RN  G,145.6375,DUP-,0.6,DV,,,YES,Approximate,50.84,1.19,0:00
16,United Kingdom,Ruislip,England,MB6RE  C,MB6RE  G,144.8375,DUP-,0,DV,,,YES,Approximate,51.57,-0.39,0:00
16,United Kingdom,Scarborough,England,GB7RW  C,GB7RW  G,145.6,DUP-,0.6,DV,,,YES,Approximate,54.11,0.44,0:00
16,United Kingdom,Sheffield,England,GB7SF  B,GB7SF  G,439.7375,DUP-,9,DV,,,YES,Approximate,53.42,-1.44,0:00
16,United Kingdom,Sheffield,England,GB7SF  C,GB7SF  G,145.7375,DUP-,0.6,DV,,,YES,Approximate,53.42,-1.44,0:00
16,United Kingdom,Shipley West,England,GB7TP  B,GB7TP  G,439.6875,DUP-,9,DV,,,YES,Approximate,53.83,-1.8,0:00
16,United Kingdom,Shresbury,England,GB7SY  B,GB7SY  G,439.7,DUP-,9,DV,,,YES,Approximate,52.66,-2.74,0:00
16,United Kingdom,Stoke-on-Trent,England,GB3VT  C,GB3VT  G,145.725,DUP-,0.6,DV,,,YES,Approximate,53.04,-2.09,0:00
16,United Kingdom,Warrington,England,GB7WC  B,GB7WC  G,439.4875,DUP-,9,DV,,,YES,Approximate,53.35,-2.63,0:00
16,United Kingdom,Wirral,England,GB7RA  B,GB7RA  G,439.65,DUP-,9,DV,,,YES,Approximate,53.31,-3.05,0:00
16,United Kingdom,Wirral,England,GB7WP  B,GB7WP  G,439.9125,DUP-,9,DV,,,YES,Approximate,53.35,-3.02,0:00
16,United Kingdom,Wythall,England,GB3WL  B,GB3WL  G,430.95,DUP+,7.6,DV,,,YES,Approximate,52.39,-1.88,0:00
16,United Kingdom,Chelmsford,Northern,GB7ZP  B,GB7ZP  G,439.4875,DUP-,9,DV,,,YES,Approximate,51.71,0.51,0:00
16,United Kingdom,Dungiven,Northern,MB6DN  B,MB6DN  G,439.4125,DUP-,9,DV,,,YES,Approximate,54.93,-6.98,0:00
16,United Kingdom,Omagh,Northern,GB7WT  B,GB7WT  G,439.6,DUP-,9,DV,,,YES,Approximate,54.69,-7.39,0:00
16,United Kingdom,Aberdeen,Scotland,GB7GD  C,GB7GD  G,145.6875,DUP-,0.6,DV,,,YES,Approximate,57.13,-2.14,0:00
16,United Kingdom,Airdrie,Scotland,GB7DA  C,GB7DA  G,145.775,DUP+,0.6,DV,,,YES,Approximate,55.89,-3.99,0:00
16,United Kingdom,Dundee,Scotland,GB7DD  B,GB7DD  G,439.6625,DUP-,9,DV,,,YES,Approximate,56.5,-2.9,0:00
16,United Kingdom,Scottish Borders,Scotland,GB7JD  B,GB7JD  G,439.4125,DUP-,9,DV,,,YES,Approximate,55.48,-2.55,0:00
16,United Kingdom,Stranraer,Scotland,GB7DK  C,GB7DK  G,145.6875,DUP-,0.6,DV,,,YES,Approximate,54.88,-5.06,0:00
16,United Kingdom,Stranraer,Scotland,GB7DK  B,GB7DK  G,439.9125,DUP-,9,DV,,,YES,Approximate,54.88,-5.06,0:00
16,United Kingdom,Barry,Wales,MB6BA  C,MB6BA  G,144.8625,DUP-,0,DV,,,YES,Approximate,51.43,-3.27,0:00
16,United Kingdom,Brynmawr,Wales,MB6AC  C,MB6AC  G,144.8125,DUP-,0,DV,,,YES,Approximate,51.81,-2.17,0:00
16,United Kingdom,Brynmawr,Wales,MB6IAC B,MB6IAC G,431.1,DUP-,0,DV,,,YES,Approximate,51.81,-3.16,0:00
16,United Kingdom,Cardiff,Wales,GB7CD  B,GB7CD  G,439.7,DUP-,9,DV,,,YES,Approximate,51.48,-3.17,0:00
16,United Kingdom,Cwmbran,Wales,MB6AB  C,MB6AB  G,144.825,DUP-,0,DV,,,YES,Approximate,51.65,-3.03,0:00
16,United Kingdom,Goodwick,Wales,MB6FG  C,MB6FG  G,144.8125,DUP-,0,DV,,,YES,Approximate,52.01,-5,0:00
17,USA Midwest,Cabot,Arkansas,W5STR  B,W5STR  G,442.475,DUP+,5,DV,,,YES,Approximate,35.01,-92.13,-6:00
17,USA Midwest,Clarksville,Arkansas,WU5PIG B,WU5PIG G,442.6,DUP+,5,DV,,,YES,Approximate,35.46,-93.48,-6:00
17,USA Midwest,Little Rock,Arkansas,K5NSX  C,K5NSX  G,145.17,DUP-,0.6,DV,,,YES,Approximate,34.48,-92.29,+4:30
17,USA Midwest,Little Rock,Arkansas,N5DSD  C,N5DSD  G,147.48,DUP-,2.5,DV,,,YES,Approximate,34.75,-92.31,-6:00
17,USA Midwest,Little Rock,Arkansas,N5DSD  B,N5DSD  G,444.0125,DUP+,5,DV,,,YES,Approximate,34.75,-92.31,-6:00
17,USA Midwest,Mountain View,Arkansas,KF5BZP B,KF5BZP G,442.6375,DUP+,5,DV,,,YES,Approximate,35.87,-92.11,-6:00
17,USA Midwest,Rogers,Arkansas,KG5JPJ B,KG5JPJ G,442.525,DUP+,5,DV,,,YES,Approximate,36.21,-94.1,-6:00
17,USA Midwest,Summers,Arkansas,KI5DWB B,KI5DWB G,442.025,DUP+,5,DV,,,YES,Approximate,35.98,-94.49,-6:00
17,USA Midwest,Texarkana,Arkansas,KD5RCA B,KD5RCA G,440.1,DUP+,5,DV,,,YES,Approximate,33.45,-94.04,-6:00
17,USA Midwest,Batavia,Illinois,W9CEQ  B,W9CEQ  G,442.10625,DUP+,5,DV,,,YES,Approximate,41.85,-88.32,-6:00
17,USA Midwest,Batavia,Illinois,W9CEQ  C,W9CEQ  G,147.225,DUP+,0.6,DV,,,YES,Approximate,41.85,-88.32,-6:00
17,USA Midwest,CADWELL,Illinois,W9BIL  B,W9BIL  G,440.64375,DUP+,5,DV,,,YES,Approximate,39.41,-88.31,-6:00
17,USA Midwest,CADWELL,Illinois,W9BIL  C,W9BIL  G,145.195,DUP-,0.6,DV,,,YES,Approximate,39.41,-88.31,-6:00
17,USA Midwest,Carbondale,Illinois,W9UIH  B,W9UIH  G,442.65625,DUP+,5,DV,,,YES,Approximate,37.72,-89.22,-6:00
17,USA Midwest,Champaign,Illinois,W9IPA  B,W9IPA  G,443.76875,DUP+,5,DV,,,YES,Approximate,40.14,-88.29,-6:00
17,USA Midwest,Champaign,Illinois,W9YR   B,W9YR   G,443.48125,DUP+,5,DV,,,YES,Approximate,40.13,-88.29,-6:00
17,USA Midwest,Chicago,Illinois,NS9RC  B,NS9RC  G,442.09375,DUP+,5,DV,,,YES,Approximate,41.98,-87.65,-6:00
17,USA Midwest,Chicago,Illinois,WA9ORC B,WA9ORC G,441.90625,DUP+,5,DV,,,YES,Approximate,41.89,-87.62,-6:00
17,USA Midwest,Decatur,Illinois,KC9YFX B,KC9YFX G,442.64375,DUP+,5,DV,,,YES,Approximate,39.88,-89.01,-6:00
17,USA Midwest,Decatur,Illinois,KC9YFX C,KC9YFX G,147.24,DUP+,0.6,DV,,,YES,Approximate,39.88,-89.01,-6:00
17,USA Midwest,DuPage County,Illinois,KC9PWC B,KC9PWC G,440.10625,DUP+,5,DV,,,YES,Approximate,41.56,-88.05,-6:00
17,USA Midwest,Lake  Zurich,Illinois,K9SA   B,K9SA   G,441.23125,DUP+,5,DV,,,YES,Approximate,42.4,-88.14,-6:00
17,USA Midwest,Peoria,Illinois,W9PIA  C,W9PIA  G,145.105,DUP-,0.6,DV,,,YES,Approximate,40.74,-89.48,-6:00
17,USA Midwest,Peoria,Illinois,W9PIA  B,W9PIA  G,443.46875,DUP+,5,DV,,,YES,Approximate,40.74,-89.48,-6:00
17,USA Midwest,Quincy,Illinois,W9AWE  B,W9AWE  G,441.89375,DUP+,5,DV,,,YES,Approximate,39.98,-91.33,-6:00
17,USA Midwest,Quincy,Illinois,W9AWE  C,W9AWE  G,147.195,DUP+,0.6,DV,,,YES,Approximate,39.98,-91.33,-6:00
